RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Export Start Trial Time [ms];Export End Trial Time [ms];Participant;Color;Tracking Ratio [%];Category Group;Category Binocular;Index Binocular;Pupil Diameter Right [mm];Point of Regard Binocular X [px];Point of Regard Binocular Y [px];Point of Regard Right X [px];Point of Regard Right Y [px];AOI Name Binocular;Gaze Vector Right X;Gaze Vector Right Y;Gaze Vector Right Z;Video Time [h:m:s:ms];Annotation Name;Annotation Description;Annotation Tags;Mouse Position X [px];Mouse Position Y [px];Scroll Direction X;Scroll Direction Y;Content
244895.4;21:41:25:140;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;6;4.2;673.9;259.2;714.5;255.8;-;0.0;0.0;1.0;00:00:23:834;-;-;-;-;-;-;-;-
244928.6;21:41:25:173;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;6;4.2;673.9;259.9;713.8;255.8;-;0.0;0.0;1.0;00:00:23:876;-;-;-;-;-;-;-;-
244961.8;21:41:25:206;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;6;4.2;672.1;258.0;714.0;255.1;-;0.0;0.0;1.0;00:00:23:918;-;-;-;-;-;-;-;-
244995.2;21:41:25:240;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;6;4.2;671.2;261.7;711.9;258.1;-;0.0;0.0;1.0;00:00:23:959;-;-;-;-;-;-;-;-
245028.3;21:41:25:273;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;6;4.3;674.2;260.9;713.9;258.2;-;0.0;0.0;1.0;00:00:24:001;-;-;-;-;-;-;-;-
245061.7;21:41:25:306;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;672.6;261.4;712.3;256.3;-;0.0;0.0;1.0;00:00:24:043;-;-;-;-;-;-;-;-
245095.0;21:41:25:340;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;672.7;263.1;711.6;258.0;-;0.0;0.0;1.0;00:00:24:043;-;-;-;-;-;-;-;-
245128.3;21:41:25:373;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;671.1;261.7;710.5;257.5;-;0.0;0.0;1.0;00:00:24:043;-;-;-;-;-;-;-;-
245161.4;21:41:25:406;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.2;673.7;267.2;716.2;265.5;-;0.0;0.0;1.0;00:00:24:126;-;-;-;-;-;-;-;-
245194.6;21:41:25:439;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;2.4;654.7;370.2;699.5;398.4;-;0.0;-0.1;1.0;00:00:24:126;-;-;-;-;-;-;-;-
245228.2;21:41:25:473;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;0.0;-820.1;749.5;0.0;0.0;-;0.0;0.0;0.0;00:00:24:168;-;-;-;-;-;-;-;-
245261.3;21:41:25:506;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;0.0;0.0;0.0;0.0;0.0;-;0.0;0.0;0.0;00:00:24:209;-;-;-;-;-;-;-;-
245294.5;21:41:25:539;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;0.0;1150.1;1021.8;0.0;0.0;-;0.0;0.0;0.0;00:00:24:251;-;-;-;-;-;-;-;-
245327.9;21:41:25:572;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;0.0;830.5;408.6;1034.4;597.5;-;-0.3;-0.2;0.9;00:00:24:251;-;-;-;-;-;-;-;-
245361.1;21:41:25:606;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;677.3;246.8;720.0;244.9;-;0.0;0.0;1.0;00:00:24:293;-;-;-;-;-;-;-;-
245394.5;21:41:25:639;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;673.5;256.7;715.8;254.6;-;0.0;0.0;1.0;00:00:24:334;-;-;-;-;-;-;-;-
245427.7;21:41:25:672;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.3;674.9;255.0;718.7;254.8;-;0.0;0.0;1.0;00:00:24:376;-;-;-;-;-;-;-;-
245461.0;21:41:25:705;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Blink;2;4.4;675.5;257.8;718.3;255.9;-;0.0;0.0;1.0;00:00:24:418;-;-;-;-;-;-;-;-
245494.1;21:41:25:739;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;-;-;4.4;660.3;264.6;699.4;260.3;-;0.0;0.0;1.0;00:00:24:459;-;-;-;-;-;-;-;-
245527.7;21:41:25:772;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;7;4.4;659.6;266.9;700.8;263.9;-;0.0;0.0;1.0;00:00:24:501;-;-;-;-;-;-;-;-
245560.8;21:41:25:805;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;7;4.4;658.8;265.9;698.7;260.2;-;0.0;0.0;1.0;00:00:24:543;-;-;-;-;-;-;-;-
245594.0;21:41:25:839;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;7;4.4;659.2;267.4;700.3;265.6;-;0.0;0.0;1.0;00:00:24:543;-;-;-;-;-;-;-;-
245627.4;21:41:25:872;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;7;4.4;659.2;267.0;698.1;264.3;-;0.0;0.0;1.0;00:00:24:584;-;-;-;-;-;-;-;-
245660.5;21:41:25:905;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;7;4.5;660.7;267.9;700.7;265.0;-;0.0;0.0;1.0;00:00:24:626;-;-;-;-;-;-;-;-
245694.0;21:41:25:939;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;5;4.5;660.1;266.9;699.7;262.5;-;0.0;0.0;1.0;00:00:24:626;-;-;-;-;-;-;-;-
245727.2;21:41:25:972;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;5;4.5;669.0;268.1;708.4;264.1;-;0.0;0.0;1.0;00:00:24:668;-;-;-;-;-;-;-;-
245760.4;21:41:26:005;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;668.9;268.6;706.6;264.3;-;0.0;0.0;1.0;00:00:24:668;-;-;-;-;-;-;-;-
245793.8;21:41:26:038;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;668.2;267.7;707.1;261.9;-;0.0;0.0;1.0;00:00:24:709;-;-;-;-;-;-;-;-
245827.0;21:41:26:071;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;673.3;267.1;712.6;262.2;-;0.0;0.0;1.0;00:00:24:751;-;-;-;-;-;-;-;-
245860.4;21:41:26:105;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;669.4;267.9;709.3;263.7;-;0.0;0.0;1.0;00:00:24:793;-;-;-;-;-;-;-;-
245893.6;21:41:26:138;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;668.8;268.2;708.5;262.8;-;0.0;0.0;1.0;00:00:24:834;-;-;-;-;-;-;-;-
245926.9;21:41:26:171;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.8;266.2;708.9;262.7;-;0.0;0.0;1.0;00:00:24:876;-;-;-;-;-;-;-;-
245960.0;21:41:26:205;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;670.1;268.4;708.6;264.1;-;0.0;0.0;1.0;00:00:24:918;-;-;-;-;-;-;-;-
245993.2;21:41:26:238;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;670.4;267.1;709.7;264.0;-;0.0;0.0;1.0;00:00:24:959;-;-;-;-;-;-;-;-
246026.7;21:41:26:271;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;668.4;267.2;705.2;263.4;-;0.0;0.0;1.0;00:00:24:959;-;-;-;-;-;-;-;-
246059.9;21:41:26:304;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;669.7;268.4;705.9;265.4;-;0.0;0.0;1.0;00:00:25:001;-;-;-;-;-;-;-;-
246093.2;21:41:26:338;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.9;267.3;707.3;264.8;-;0.0;0.0;1.0;00:00:25:043;-;-;-;-;-;-;-;-
246126.4;21:41:26:371;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.1;268.3;705.6;265.1;-;0.0;0.0;1.0;00:00:25:084;-;-;-;-;-;-;-;-
246159.6;21:41:26:404;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.1;266.8;709.3;265.3;-;0.0;0.0;1.0;00:00:25:126;-;-;-;-;-;-;-;-
246193.1;21:41:26:438;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;670.5;268.9;707.4;266.8;-;0.0;0.0;1.0;00:00:25:126;-;-;-;-;-;-;-;-
246226.4;21:41:26:471;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;669.6;267.0;707.3;263.4;-;0.0;0.0;1.0;00:00:25:168;-;-;-;-;-;-;-;-
246259.5;21:41:26:504;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.7;267.0;706.9;264.1;-;0.0;0.0;1.0;00:00:25:209;-;-;-;-;-;-;-;-
246292.8;21:41:26:537;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;671.6;268.0;709.0;264.5;-;0.0;0.0;1.0;00:00:25:251;-;-;-;-;-;-;-;-
246326.0;21:41:26:570;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.2;268.6;707.4;264.9;-;0.0;0.0;1.0;00:00:25:293;-;-;-;-;-;-;-;-
246359.5;21:41:26:604;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;669.8;268.8;708.6;267.4;-;0.0;0.0;1.0;00:00:25:293;-;-;-;-;-;-;-;-
246392.6;21:41:26:637;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;667.8;265.8;706.0;264.2;-;0.0;0.0;1.0;00:00:25:334;-;-;-;-;-;-;-;-
246425.8;21:41:26:670;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;669.3;268.2;706.6;263.6;-;0.0;0.0;1.0;00:00:25:376;-;-;-;-;-;-;-;-
246459.1;21:41:26:704;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.4;268.2;708.5;264.3;-;0.0;0.0;1.0;00:00:25:418;-;-;-;-;-;-;-;-
246492.4;21:41:26:737;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;671.1;264.7;709.1;261.4;-;0.0;0.0;1.0;00:00:25:418;-;-;-;-;-;-;-;-
246525.9;21:41:26:770;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.3;266.8;709.7;264.4;-;0.0;0.0;1.0;00:00:25:459;-;-;-;-;-;-;-;-
246558.9;21:41:26:803;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.6;264.6;709.8;264.5;-;0.0;0.0;1.0;00:00:25:501;-;-;-;-;-;-;-;-
246592.3;21:41:26:837;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.6;267.0;710.1;264.6;-;0.0;0.0;1.0;00:00:25:543;-;-;-;-;-;-;-;-
246625.5;21:41:26:870;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.3;267.3;711.1;265.8;-;0.0;0.0;1.0;00:00:25:584;-;-;-;-;-;-;-;-
246658.8;21:41:26:903;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;672.8;266.6;712.4;263.8;-;0.0;0.0;1.0;00:00:25:626;-;-;-;-;-;-;-;-
246692.0;21:41:26:937;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;672.7;268.6;711.5;264.8;-;0.0;0.0;1.0;00:00:25:626;-;-;-;-;-;-;-;-
246725.4;21:41:26:970;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;671.4;266.5;711.2;265.0;-;0.0;0.0;1.0;00:00:25:668;-;-;-;-;-;-;-;-
246758.6;21:41:27:003;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;669.8;266.5;709.2;264.2;-;0.0;0.0;1.0;00:00:25:709;-;-;-;-;-;-;-;-
246791.8;21:41:27:036;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.9;266.7;710.1;263.6;-;0.0;0.0;1.0;00:00:25:751;-;-;-;-;-;-;-;-
246825.2;21:41:27:070;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.2;267.2;710.0;264.8;-;0.0;0.0;1.0;00:00:25:793;-;-;-;-;-;-;-;-
246858.5;21:41:27:103;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.2;268.2;709.0;265.0;-;0.0;0.0;1.0;00:00:25:834;-;-;-;-;-;-;-;-
246891.8;21:41:27:136;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.3;269.1;708.7;264.7;-;0.0;0.0;1.0;00:00:25:834;-;-;-;-;-;-;-;-
246925.1;21:41:27:170;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.4;670.5;268.6;710.8;265.4;-;0.0;0.0;1.0;00:00:25:876;-;-;-;-;-;-;-;-
246958.2;21:41:27:203;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;670.7;268.3;711.5;264.6;-;0.0;0.0;1.0;00:00:25:918;-;-;-;-;-;-;-;-
246991.6;21:41:27:236;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;670.4;268.2;709.3;263.9;-;0.0;0.0;1.0;00:00:25:918;-;-;-;-;-;-;-;-
247024.9;21:41:27:269;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.3;266.2;708.7;263.0;-;0.0;0.0;1.0;00:00:25:918;-;-;-;-;-;-;-;-
247058.2;21:41:27:303;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.4;266.1;710.3;263.4;-;0.0;0.0;1.0;00:00:26:001;-;-;-;-;-;-;-;-
247091.4;21:41:27:336;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.0;266.2;708.1;262.9;-;0.0;0.0;1.0;00:00:26:043;-;-;-;-;-;-;-;-
247124.5;21:41:27:369;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.5;267.6;710.8;264.6;-;0.0;0.0;1.0;00:00:26:084;-;-;-;-;-;-;-;-
247157.8;21:41:27:402;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;668.8;267.5;709.7;265.9;-;0.0;0.0;1.0;00:00:26:126;-;-;-;-;-;-;-;-
247191.3;21:41:27:436;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;669.4;266.2;710.3;264.0;-;0.0;0.0;1.0;00:00:26:126;-;-;-;-;-;-;-;-
247224.6;21:41:27:469;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;671.0;265.9;712.7;263.6;-;0.0;0.0;1.0;00:00:26:168;-;-;-;-;-;-;-;-
247257.8;21:41:27:502;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;671.2;266.6;711.0;263.1;-;0.0;0.0;1.0;00:00:26:209;-;-;-;-;-;-;-;-
247290.9;21:41:27:535;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;669.1;265.7;708.8;263.5;-;0.0;0.0;1.0;00:00:26:251;-;-;-;-;-;-;-;-
247324.2;21:41:27:569;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;670.9;267.6;709.9;266.5;-;0.0;0.0;1.0;00:00:26:293;-;-;-;-;-;-;-;-
247357.6;21:41:27:602;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;669.6;265.8;711.0;263.5;-;0.0;0.0;1.0;00:00:26:293;-;-;-;-;-;-;-;-
247390.9;21:41:27:635;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;669.8;265.6;709.8;263.8;-;0.0;0.0;1.0;00:00:26:334;-;-;-;-;-;-;-;-
247424.2;21:41:27:669;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;671.4;264.7;709.3;263.7;-;0.0;0.0;1.0;00:00:26:376;-;-;-;-;-;-;-;-
247457.4;21:41:27:702;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;673.1;268.5;712.3;265.5;-;0.0;0.0;1.0;00:00:26:376;-;-;-;-;-;-;-;-
247490.7;21:41:27:735;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;671.0;267.2;712.6;267.9;-;0.0;0.0;1.0;00:00:26:418;-;-;-;-;-;-;-;-
247524.0;21:41:27:769;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;671.9;267.8;711.9;263.6;-;0.0;0.0;1.0;00:00:26:501;-;-;-;-;-;-;-;-
247557.3;21:41:27:802;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;671.9;266.6;711.5;263.3;-;0.0;0.0;1.0;00:00:26:543;-;-;-;-;-;-;-;-
247590.6;21:41:27:835;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;672.4;267.6;711.8;263.6;-;0.0;0.0;1.0;00:00:26:543;-;-;-;-;-;-;-;-
247623.7;21:41:27:868;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;672.0;267.2;710.3;263.9;-;0.0;0.0;1.0;00:00:26:543;-;-;-;-;-;-;-;-
247657.2;21:41:27:902;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;672.8;266.9;713.1;263.3;-;0.0;0.0;1.0;00:00:26:584;-;-;-;-;-;-;-;-
247690.3;21:41:27:935;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.5;671.7;267.5;711.5;265.4;-;0.0;0.0;1.0;00:00:26:626;-;-;-;-;-;-;-;-
247723.5;21:41:27:968;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;8;4.6;672.7;266.6;713.1;265.2;-;0.0;0.0;1.0;00:00:26:668;-;-;-;-;-;-;-;-
247756.8;21:41:28:001;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;6;4.6;677.7;267.6;717.6;266.4;-;0.0;0.0;1.0;00:00:26:709;-;-;-;-;-;-;-;-
247790.1;21:41:28:035;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;6;4.5;668.7;265.2;708.1;261.2;-;0.0;0.0;1.0;00:00:26:709;-;-;-;-;-;-;-;-
247823.6;21:41:28:068;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;666.5;264.4;705.9;263.1;-;0.0;0.0;1.0;00:00:26:751;-;-;-;-;-;-;-;-
247856.7;21:41:28:101;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;667.2;264.0;708.0;261.4;-;0.0;0.0;1.0;00:00:26:793;-;-;-;-;-;-;-;-
247890.0;21:41:28:135;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;667.6;264.3;708.5;261.9;-;0.0;0.0;1.0;00:00:26:834;-;-;-;-;-;-;-;-
247923.2;21:41:28:168;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;668.9;264.6;710.1;262.9;-;0.0;0.0;1.0;00:00:26:876;-;-;-;-;-;-;-;-
247956.4;21:41:28:201;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;668.0;265.4;708.8;264.2;-;0.0;0.0;1.0;00:00:26:918;-;-;-;-;-;-;-;-
247989.8;21:41:28:234;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;667.4;265.1;708.9;263.6;-;0.0;0.0;1.0;00:00:26:959;-;-;-;-;-;-;-;-
248023.1;21:41:28:268;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.5;668.4;266.6;708.1;264.5;-;0.0;0.0;1.0;00:00:26:959;-;-;-;-;-;-;-;-
248056.4;21:41:28:301;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;667.3;266.3;706.0;262.3;-;0.0;0.0;1.0;00:00:27:001;-;-;-;-;-;-;-;-
248089.6;21:41:28:334;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;667.4;264.2;707.9;261.1;-;0.0;0.0;1.0;00:00:27:043;-;-;-;-;-;-;-;-
248122.8;21:41:28:367;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;9;4.6;665.5;263.9;706.1;260.8;-;0.0;0.0;1.0;00:00:27:084;-;-;-;-;-;-;-;-
248156.2;21:41:28:401;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;7;4.6;667.9;264.1;707.9;260.7;-;0.0;0.0;1.0;00:00:27:126;-;-;-;-;-;-;-;-
248189.5;21:41:28:434;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;7;4.5;677.2;264.3;715.8;262.5;-;0.0;0.0;1.0;00:00:27:126;-;-;-;-;-;-;-;-
248222.7;21:41:28:467;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Saccade;7;4.5;678.8;264.9;716.0;261.0;-;0.0;0.0;1.0;00:00:27:168;-;-;-;-;-;-;-;-
248256.0;21:41:28:500;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.6;676.0;263.7;714.9;260.1;-;0.0;0.0;1.0;00:00:27:168;-;-;-;-;-;-;-;-
248289.1;21:41:28:534;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;676.4;265.2;715.0;262.8;-;0.0;0.0;1.0;00:00:27:209;-;-;-;-;-;-;-;-
248322.6;21:41:28:567;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;677.4;262.8;715.9;260.3;-;0.0;0.0;1.0;00:00:27:251;-;-;-;-;-;-;-;-
248355.9;21:41:28:600;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;677.9;265.3;717.0;263.4;-;0.0;0.0;1.0;00:00:27:293;-;-;-;-;-;-;-;-
248389.1;21:41:28:634;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;676.0;264.6;714.1;261.2;-;0.0;0.0;1.0;00:00:27:334;-;-;-;-;-;-;-;-
248422.4;21:41:28:667;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;677.2;264.8;715.0;264.6;-;0.0;0.0;1.0;00:00:27:376;-;-;-;-;-;-;-;-
248455.5;21:41:28:700;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.5;678.4;263.3;715.4;262.7;-;0.0;0.0;1.0;00:00:27:418;-;-;-;-;-;-;-;-
248489.0;21:41:28:734;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;678.2;262.6;714.9;260.1;-;0.0;0.0;1.0;00:00:27:418;-;-;-;-;-;-;-;-
248522.2;21:41:28:767;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;678.4;261.2;715.5;260.1;-;0.0;0.0;1.0;00:00:27:459;-;-;-;-;-;-;-;-
248555.5;21:41:28:800;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;677.4;263.3;713.3;261.0;-;0.0;0.0;1.0;00:00:27:501;-;-;-;-;-;-;-;-
248588.6;21:41:28:833;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;676.8;263.9;714.6;261.8;-;0.0;0.0;1.0;00:00:27:543;-;-;-;-;-;-;-;-
248621.9;21:41:28:866;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;677.6;260.7;715.5;257.0;-;0.0;0.0;1.0;00:00:27:584;-;-;-;-;-;-;-;-
248655.2;21:41:28:900;Trial001;brian-1-recording.avi;0.0;302726.0;brian;Coral;100.0;Eye;Visual Intake;10;4.4;677.9;262.7;714.7;259.8;-;0.0;0.0;1.0;00:00:27:626;-;-;-;-;-;-;-;-
